评论,评分
vivo手机的老用户了，这次还是果断的选择了它，新手机上手感觉很好，性能也不错。唯一美中不足的地方就是手机屏保没贴好，凹凸不平,5
物美价廉，值得购买，非常不错,5
东西已经收到了还没开始用应该佷好用吧！,5
拍照很不错，不打游戏发热可以，中度使用一天一充，振动马达不行，外放一般,5
对比m30p，主摄细节稍微不如，广角比30p强一点点。拍视频的话微云台完胜。。。续航30p完胜\n屏幕音效：音效很不好，外放没低音没立体。渣\n运行速度：888很快，不过酥皮不导热，玩游戏铝合金边框和屏膜烫得很,5
拍照确实不错，其他只能是一般的,5
外形外观：很不错\n屏幕音效：屏幕很好，音质还不错\n拍照效果：很好\n运行速度：还行\n待机时间：不玩游戏还凑合,5
手机发热稍微有点儿厉害，后面待观察,5
买来一部VIVO旗舰手机，现在各种型号手机看不过来，不知道选什么了，所以就买旗舰机准没错，配置高使用易上手，功能强大，照相蔡司品牌加持，微云台防抖，真的很稳。,5
外形外观：素皮材质很棒\n屏幕音效：单扬声器，影响游戏体验\n拍照效果：一等一\n运行速度：骁龙888不用多说\n待机时间：不长\n其他特色：手感圆滑细腻，非常适合不带手机壳,5
手机手感很好，屏幕的清晰我原来的苹果XR无法比，运行非常流畅，相机更是无可挑剔,5
这款总体还是很不错的，各项配置直接拉满，该有的都有了，12加256的内存够我用个四五年了，挺满意的。,5
第一次购买VIVO产品。第一，做工果然很棒，没有任何问题。第二，系统流畅，拍照顶级。第三，机子同比华为mate40系列，发热略微偏大，耗电快一些。但爸爸很喜欢，满意就足够了。,5
喜欢很久了，今天下单了，也是看极挑才决定入手的，尤其是蔡司镜头更加吸引我的注意力！确实爱了爱了，,5
上手了，拍照超清晰，第一次用高像数的手机，超广角，微云台，有待慢慢琢磨研究，提高自己的拍照水平。运行速度特快，一次不二的选择,5
刚收到货使用了一会，系统很流畅，最新的骁龙888，照相很不错，蔡司的镜头，续航看后续适用。,5
终于收到了vivo的超大杯，包装真的很用心了，质感很好，手机的深蓝色素皮很低调，很深邃，屏幕用的是中置挖孔，拍照真的是这个机型主打的，蔡司+T*镀膜，真的是拍照手机，缺点就是单扬声器了,5
外形外观：外形外观：完美 \n屏幕音效：清晰\n拍照效果：超级棒\n运行速度：运行速度：快 \n待机时间：可以\n其他特色：期待最好,5
手机是挺好的，就是刚买了一个月，降价了500，挺爽的,3
拍照效果：很强大，放大到60倍仍然清晰\n运行速度：快。毕竟是高通888\n屏幕音效：很好\n外形外观：超赞\n待机时间：相对短板，但可接受,5
外形外观：非常好看，素皮手感也非常\n屏幕音效：屏幕不错，音质因为单扬声器的原因不是很理想\n拍照效果：拍照特别牛，太爱人像了\n运行速度：不卡\n待机时间：一天两充吧,5
原来的手机坏了，选了很久，千挑万选下决定买Vivo X60 pro+！618优惠时出手拿下心仪已久的X60 pro+。\n外观好看，深海蓝特别适合男士，皮质后盖很有质感，金属四边很高档。开机后运行速度很快，没有停滞感。最喜欢的是蔡司镜头和影像系统，超广角，长焦，夜景都非常出色，大爱该机！,5
外形外观：曲面屏在日常使用的情况下是非常舒适。看着也漂亮。\n屏幕音效：屏幕清晰音效完美。这个价位还要啥自行车。?\n拍照效果：符合心中的预期，特别是准备婴儿和两岁的儿童也优化了美颜效果。,5
手机非常棒，拍照真的好。看宣传挺好的，才来买，可惜x60pro+没货，就买了t，也挺好的。期待能给我一个好的体验，耳机?也很棒！美滋滋！,5
总体来说还不错，拍照非常6，手感是真的好，用起来很舒服，续航能力真的跟网上说的一样，掉电很快，基本上四五十分钟充满，百分百没到一分钟就99了，除了续航还没发现其他不足之处。,5
终于拿到我想要的ViVoX60Pro＋手机了，超大的运行内存和8核5G手机，接近3.0处理器，机身内存256G用也用不完，手机速度不输苹果的，曲届屏好看又实用，给五星级,5
个人最喜欢的手机，没有之一！2021上半年的真拍照旗舰，焦段齐全，防抖出色，画面艳丽，色彩动人，一不小心就会让你爱上拍照的感觉！,5
手感非常轻薄，素皮材质很有质感，骁龙888打游戏非常不错。最重要的照相，蔡司的镀膜技术，不是浪得虚名，对光线的处理，从夜景照片看的很清楚，卡片相机都可以扔了。接上耳机，音效杠杠的，55W快充其实也很快，比*为的66W快多了。没有短板，不愧为旗舰机。,5
看极限挑战被种草，立刻买了这款手机，话说这款手机的颜值是真的高，背面是素皮材质的，像素也是杠杠的，最重要是有微云台防抖，拍照的时候怎么抖照片都是清晰的，卡尔蔡司标志显眼，国产的手机越来越好了，大爱。,5
老婆专用！京东自营！值得推荐！\n老婆上个手机好像是vivo xplay6，就是那个曲面屏的！\n用了3年多，还是很经用的，不过岁数确实大了，该换新了。这款 颜值和品质 都过硬的手机成了老婆的首选！下手吧，购物的乐趣不就在于买个自己喜欢！\n\n用了很久才评的，速度很快，拍照清晰，美颜什么的都有！总之，值这个价！,5
6K多的手机居然不能无线充电！,5
经典橙色搭配高档素皮材质手感非常舒服，超大杯拍照天花板级别，24期免息,5
第一次用v0vi手机，也是第一次品味，手机做工精美，运行速度很快，而且音效特别棒。拍照那叫一个稳。,5
四千六还要啥自行车啊。而且真的是目前拍照最好的手机了（我认为）。888处理器发热费电是肯定的。但是优惠这么大，也可以了。希望下半年或者明年的旗舰机能告别火龙。拍照无论是玩儿法还是质量，都非常好。,5
外形外观：好看喜欢\n屏幕音效：单扬声器有HiFi，屏幕音效听歌音质也是很棒的\n拍照效果：试了一下非常棒\n运行速度：快\n待机时间：一天一充\n其他特色：正在发掘中...,5
外形外观：外观非常的漂亮时尚\n屏幕音效：屏幕非常的清晰，120Hz的高刷屏非常出色，音效超级棒，很喜欢\n拍照效果：拍照效果一流，非常完美\n运行速度：运行速度很快，搭载骁龙888处理器，能畅快玩大型游戏\n待机时间：待机时间长\n其他特色：非常棒的手机，颜值与实力兼具，很强,5
从苹果系统转来的，本来还担心会不适应，但vivo的系统非常好用，很有新鲜感。再加上拍照效果的加持，整体体验非常好！,5
好，非常好，照相给力，反应速度迅速，不卡顿！颜值高，不笨重，非常好，非常满意！！！,5
手感确实非常棒，外观显著，拍照牛牛牛，电量续航我觉得很好，不玩游戏单纯上网，聊天，看视频可以坚持一天，这都是体验后的结论。充电着实快，非常好，,5
X60pro+ 非常惊艳的一款旗舰手机，活动期间性价比真的是超级赞，给家人买的，888的cpu配合高刷新率速度很快，正在使用中，箱子不错，等使用一阵过后再来补评,5
拍照绝对能打，适合我这种喜欢拍照的，由于不玩游戏，也没有感觉到发热，充电半小时多些充满，足够了，外观好看大气，非常喜欢!,5
已经很多年没有用VIVO的手机了，记得第一次用还是在上大学的时候。今年想换一个5G手机，看了又看，都不是太满意。VIVO X60pro+一发布，就瞬间被它精美的机身，轻薄的外观，还有素皮后壳深深吸引，真的太好看了！完美的快充技术，强大的拍照效果，强悍的处理器，精美的界面，简直不要太喜欢！,5
外形外观：很好看，后盖手感很好\n拍照效果：拍照解析度不错，边缘画质也OK，不愧是蔡司调校，有防抖加持拍视频也不错\n运行速度：骁龙888性能很强，用个四年没问题,5
颜色亮丽非常满意，使用流畅，不卡顿，机身目前没有明显发热。相机稳定器效果非常的好，画面非常稳定，不会乱晃。目前使用上非常的满意，性价比很高。,5
用了几年的苹果手机退役，正好赶上X60Pro+发布，5000-6000元的心理价位，依次对比过多款旗舰手机，遴选起来确实眼花缭乱。结合自己的短视频需求，X60系列独树一帜的电子微云台及防抖功能放射出更加耀眼的光芒。如果仅仅是拍照，有了蔡司的加持，直出效果自然是完全不在话下。视频录制过程中也是得心应手，尤其开启超级防抖后，媲美专业手持云台的效果，拍视频是真的香。\n续航方面有55W的快充，即便用到自然关机，重新充满也仅需50分钟左右，实测充满一次的电量足够应付一天的重度拍摄。其他方面，就不再赘述了。\n摄影手机里的第一梯队水准，当之无愧。,5
外形外观：做工很棒，皮质后盖上手舒适。\n屏幕音效：屏幕色彩很正，调艳丽模式很好。\n拍照效果：正在摸索，冲着蔡司加持而买。有镜头包选择，人性化。\n运行速度：运行速度很快，顺滑。\n待机时间：正在试用中。,5
x60pro+关注好久了，这次大促降价性价比超高，系统非常好用流程，硬件配置高，超高像素拍照清晰配备微云台防抖拍摄效果很好，旗舰机的配置，颜值高，握持感俱佳,5
外形外观：沉稳大气。\n屏幕音效：息屏彩灯称赞。\n拍照效果：拍照旗舰没得说，云台拍视频拍照防抖超强。\n运行速度：骁龙888目前最快的处理器。\n待机时间：从手机到手的第一天我充满电，现在已经用了4天，之前还有45%的电。,5
买给老婆的生日礼物，收到后她很喜欢，拍照效果很好，运行速度也很快，不卡顿，上手手感不错。总的来说挺好的，希望后续一样好。,5
在京东商城蹲守了多日，一直没见到橙色，最后下单了深蓝色。感觉虽然T版后发，但是配置有退步就没考虑。手机上手效果很棒，拍照确实很强悍，除了单扬声器和没有无线充，总体来说很满意。物流很快，隔日达，配送速度快。,5
一早就迫不及待去京东配送站自提的手机，拿到手机就在车里拆开按卡，激活，一套走下来拍了一些照片。上手感觉手机很轻，手感不错，流畅度很好屏幕看着也很舒服，拍照清晰这是最大的特点，试拍了两张静态照片。振动马达也很噻嘎。该有的都有。后期使用在做详细评价,5
外形外观：好看\n屏幕音效：不错\n拍照效果：清晰夜拍厉害\n运行速度：非常快\n待机时间：一天应该问题不大\n其他特色：比较轻便轻，无压力,5
手机感觉挺好的，手感好，系统新颖，好看。拍照功能也很强大，人像模式还有教人摆姿势。赞。,5
第一次用这个牌子，外形好看，运行速度快，拍照也很棒，一天一充，可以接受。,5
上手真心惊艳！屏幕设计讨巧，拍照还原度很高！人像摄影远景近景都不错！防抖效果也很专业！比心理预期要高！运行不卡顿！切换流畅！就是电跑的快点！可以接受！毕竟充电速度也很神速！不玩游戏的话手机长时间待机稍微有点烫！可接受！值得推荐！期待晚上夜景拍摄效果。,5
外形外观：还不错，手感很舒服。\n屏幕音效：音质很好耶，看电视，听音乐都很舒畅，跟电视声音似的，很棒的体验感。\n运行速度也很不错，内存也够用，\n但是耗电量也有点快哦，而且充电的时候手机容易发热，如果充电的时候用手机就会发烫。\n还送了个耳机和手机卡。,5
外观非常棒，做工精细，手感超级爽。高大上，比起OPPO Reno5 Pro+高出不止几个档次，据说拍照是旗舰机的第一梯队，，非常强悍！,5
橙色的裸机真的很漂亮，手感也很好，屏幕太喜欢了，够大，我感觉超级适合女孩子，这个屏幕尺寸刚好好，就是不知道安什么手机壳了，感觉就裸机是最好看的哈哈哈哈哈哈哈哈哈哈哈哈好，很不错，很喜欢,5
